#{"t_start": 1761241569.9947386, "env_id": "None"}
r,l,t,page
20.71,29,5154.119893,questions.html
21.84,16,5156.374795,questions.html
21.36,14,5158.485824,questions.html
20.43,7,5160.382011,questions.html
22.32,18,5163.155614,questions.html
22.27,23,5166.063569,questions.html
22.25,25,5169.027797,questions.html
20.81,19,5171.636229,questions.html
20.8,20,5173.572072,questions.html
18.81,19,5175.420507,questions.html
-1.05,5,5176.760139,questions.html--partial
20.26,24,5178.990476,questions.html
21.89,11,5181.281981,questions.html
21.36,14,5183.16799,questions.html
19.26,24,5185.367687,questions.html
21.8,20,5187.83515,questions.html
21.77,23,5190.528928,questions.html
-0.55,5,5192.095709,questions.html--partial
20.42,8,5193.870156,questions.html
22.2,30,5197.048639,questions.html
21.27,23,5199.884135,questions.html
20.32,18,5202.651415,questions.html
21.91,9,5205.058373,questions.html
20.92,8,5206.568478,questions.html
-1.04,4,5207.822281,questions.html--partial
18.85,15,5209.465489,questions.html
21.3,20,5211.376877,questions.html
20.8,20,5213.674754,questions.html
21.41,9,5215.423388,questions.html
-0.58,8,5217.118024,questions.html--partial
20.79,21,5219.430562,questions.html
21.72,28,5222.104728,questions.html
21.42,8,5223.712062,questions.html
21.4,10,5225.569147,questions.html
21.26,24,5228.329485,questions.html
22.14,36,5231.616177,questions.html
22.17,33,5234.75474,questions.html
21.79,21,5237.337017,questions.html
20.94,6,5238.7316,questions.html
19.9,10,5240.209427,questions.html
19.88,12,5241.787049,questions.html
21.42,8,5243.340114,questions.html
21.63,37,5246.55369,questions.html
-0.57,7,5248.217,questions.html--partial
20.35,15,5250.057555,questions.html
18.72,28,5252.658454,questions.html
21.84,16,5254.919312,questions.html
21.4,10,5256.581927,questions.html
21.31,19,5258.74631,questions.html
22.33,17,5261.303798,questions.html
22.33,17,5263.996437,questions.html
21.24,26,5266.916059,questions.html
21.9,10,5269.334046,questions.html
20.89,11,5271.002383,questions.html
19.92,8,5272.490586,questions.html
20.92,8,5273.972669,questions.html
19.23,27,5276.287218,questions.html
21.77,23,5278.763532,questions.html
-0.58,8,5280.340306,questions.html--partial
21.32,18,5282.479779,questions.html
21.84,16,5284.891956,questions.html
21.78,22,5287.342351,questions.html
21.43,7,5289.036784,questions.html
21.42,8,5290.915649,questions.html
21.25,25,5293.930077,questions.html
19.23,27,5297.013986,questions.html
22.27,23,5299.893492,questions.html
21.89,11,5302.385421,questions.html
-1.04,4,5303.79505,questions.html--partial
20.92,8,5305.294737,questions.html
19.87,13,5306.969264,questions.html
21.27,23,5309.127058,questions.html
20.75,25,5311.793959,questions.html
21.19,31,5314.278208,questions.html
-0.62,12,5316.297194,questions.html--partial
21.77,23,5318.983014,questions.html
21.88,12,5321.200649,questions.html
21.37,13,5323.10157,questions.html
21.37,13,5325.219564,questions.html
22.13,37,5328.369087,questions.html
21.17,33,5331.461837,questions.html
22.14,36,5334.86684,questions.html
21.89,11,5337.099425,questions.html
20.92,8,5338.59532,questions.html
20.81,19,5340.323546,questions.html
20.95,5,5341.645786,questions.html
21.41,9,5343.251558,questions.html
21.93,7,5345.171352,questions.html
21.25,25,5347.437858,questions.html
21.32,18,5349.396726,questions.html
20.92,8,5351.304603,questions.html
21.79,21,5353.650611,questions.html
21.4,10,5355.327831,questions.html
21.37,13,5357.24682,questions.html
22.36,14,5359.674008,questions.html
22.21,29,5362.995884,questions.html
22.27,23,5365.949783,questions.html
21.73,27,5368.70274,questions.html
19.88,12,5370.330892,questions.html
20.92,8,5371.77159,questions.html
20.87,13,5373.360644,questions.html
20.3,20,5375.398777,questions.html
21.87,13,5377.494034,questions.html
21.33,17,5379.341926,questions.html
21.41,9,5381.160159,questions.html
21.84,16,5383.470852,questions.html
21.89,11,5385.691978,questions.html
21.41,9,5387.337941,questions.html
21.42,8,5389.17846,questions.html
0.36,14,5391.727655,questions.html--partial
22.24,26,5394.829516,questions.html
22.32,18,5397.710807,questions.html
21.84,16,5400.307855,questions.html
20.9,10,5401.892696,questions.html
-1.08,8,5403.288715,questions.html--partial
19.94,6,5404.745585,questions.html
21.43,7,5406.357397,questions.html
21.85,15,5408.617307,questions.html
20.32,18,5410.59721,questions.html
-0.56,6,5412.120842,questions.html--partial
-0.07,7,5414.250272,questions.html--partial
21.82,18,5416.640403,questions.html
-0.55,5,5418.133747,questions.html--partial
21.39,11,5419.998085,questions.html
22.31,19,5422.796001,questions.html
22.37,13,5425.469,questions.html
22.36,14,5428.079792,questions.html
21.92,8,5430.47746,questions.html
20.92,8,5432.030953,questions.html
20.95,5,5433.399878,questions.html
20.95,5,5434.797722,questions.html
21.41,9,5436.426226,questions.html
21.88,12,5438.52854,questions.html
21.41,9,5440.211818,questions.html
21.33,17,5442.112967,questions.html
20.86,14,5444.231442,questions.html
21.85,15,5446.642249,questions.html
20.36,14,5448.55678,questions.html
-0.55,5,5450.249114,questions.html--partial
22.37,13,5452.727129,questions.html
20.2,30,5455.881547,questions.html
21.35,15,5458.499296,questions.html
21.9,10,5460.945067,questions.html
20.9,10,5462.553382,questions.html
20.92,8,5463.985784,questions.html
20.93,7,5465.393445,questions.html
20.35,15,5467.224224,questions.html
21.81,19,5469.677043,questions.html
20.26,24,5471.954906,questions.html
-0.56,6,5473.441164,questions.html--partial
21.88,12,5475.524392,questions.html
21.88,12,5477.73825,questions.html
21.43,7,5479.420235,questions.html
21.43,7,5481.248254,questions.html
0.36,14,5483.843078,questions.html--partial
22.34,16,5486.614213,questions.html
22.35,15,5489.175643,questions.html
20.87,13,5491.56288,questions.html
20.92,8,5493.157041,questions.html
19.9,10,5494.757288,questions.html
18.82,18,5496.680685,questions.html
21.4,10,5498.422725,questions.html
20.84,16,5500.663877,questions.html
21.42,8,5502.410317,questions.html
18.35,15,5504.320715,questions.html
21.84,16,5506.673545,questions.html
21.91,9,5508.853761,questions.html
21.31,19,5511.118901,questions.html
21.3,20,5513.473163,questions.html
22.33,17,5516.155667,questions.html
21.37,13,5518.720677,questions.html
21.26,24,5521.616288,questions.html
-1.09,9,5523.876836,questions.html--partial
-1.05,5,5525.362024,questions.html--partial
18.87,13,5526.930754,questions.html
20.9,10,5528.406974,questions.html
21.27,23,5530.454357,questions.html
21.92,8,5532.439691,questions.html
21.37,13,5534.223208,questions.html
21.39,11,5535.981997,questions.html
21.79,21,5538.371615,questions.html
21.82,18,5540.930766,questions.html
21.28,22,5543.137727,questions.html
21.44,6,5544.972583,questions.html
20.18,32,5548.263249,questions.html
22.24,26,5551.163946,questions.html
22.14,36,5554.566576,questions.html
21.85,15,5557.095266,questions.html
20.89,11,5558.904448,questions.html
20.9,10,5560.394513,questions.html
20.94,6,5561.823674,questions.html
20.38,12,5563.965068,questions.html
20.78,22,5567.040796,questions.html
-0.58,8,5568.800917,questions.html--partial
21.37,13,5571.096712,questions.html
21.81,19,5574.317696,questions.html
21.64,36,5577.911625,questions.html
21.37,13,5580.012139,questions.html
20.34,16,5582.792739,questions.html
22.26,24,5586.314374,questions.html
22.29,21,5589.955961,questions.html
22.24,26,5593.416684,questions.html
21.82,18,5596.483846,questions.html
-2.03,3,5597.967484,questions.html--partial
-1.1,10,5599.625974,questions.html--partial
20.94,6,5601.375572,questions.html
21.3,20,5604.021725,questions.html
21.82,18,5606.99023,questions.html
21.4,10,5608.985827,questions.html
-0.58,8,5610.943017,questions.html--partial
21.74,26,5614.257797,questions.html
21.82,18,5617.158388,questions.html
21.14,36,5620.308645,questions.html
20.21,29,5623.620911,questions.html
21.22,28,5627.2992,questions.html
22.14,36,5631.328878,questions.html
22.34,16,5634.255895,questions.html
21.79,21,5637.654627,questions.html
19.85,15,5639.68123,questions.html
20.94,6,5641.238279,questions.html
20.81,19,5643.355692,questions.html
21.37,13,5645.313583,questions.html
21.79,21,5648.34367,questions.html
20.31,19,5650.796886,questions.html
21.29,21,5653.450359,questions.html
21.77,23,5656.320576,questions.html
20.88,12,5658.464219,questions.html
20.27,23,5660.528004,questions.html
21.37,13,5662.451176,questions.html
22.35,15,5664.901134,questions.html
22.29,21,5667.627151,questions.html
22.27,23,5670.502692,questions.html
21.76,24,5673.227733,questions.html
-2.03,3,5674.54217,questions.html--partial
20.93,7,5675.956079,questions.html
-1.05,5,5677.297698,questions.html--partial
21.43,7,5678.857549,questions.html
21.88,12,5680.953509,questions.html
21.36,14,5682.986998,questions.html
20.42,8,5684.943348,questions.html
21.78,22,5687.516623,questions.html
-0.06,6,5689.42977,questions.html--partial
20.35,15,5691.373567,questions.html
20.37,13,5693.305636,questions.html
21.16,34,5696.674238,questions.html
21.12,38,5699.975142,questions.html
22.24,26,5702.966331,questions.html
21.8,20,5705.516024,questions.html
20.94,6,5706.917363,questions.html
20.93,7,5708.299032,questions.html
20.8,20,5710.137866,questions.html
21.38,12,5711.840799,questions.html
21.82,18,5714.127101,questions.html
21.41,9,5715.771122,questions.html
21.4,10,5717.509751,questions.html
21.65,35,5720.506363,questions.html
21.82,18,5722.857244,questions.html
21.38,12,5724.79221,questions.html
21.42,8,5727.0008,questions.html
22.35,15,5730.058542,questions.html
21.37,13,5733.605185,questions.html
22.35,15,5737.346127,questions.html
20.79,21,5740.541543,questions.html
20.92,8,5742.475018,questions.html
20.92,8,5744.252478,questions.html
19.84,16,5746.232445,questions.html
21.37,13,5748.948031,questions.html
21.83,17,5752.333035,questions.html
21.33,17,5755.32633,questions.html
21.39,11,5757.874052,questions.html
21.86,14,5761.252398,questions.html
21.89,11,5764.38597,questions.html
20.37,13,5767.251907,questions.html
-0.58,8,5769.370211,questions.html--partial
22.27,23,5772.703085,questions.html
21.33,17,5775.797252,questions.html
22.41,9,5778.826943,questions.html
19.83,17,5781.832566,questions.html
20.88,12,5783.731853,questions.html
19.85,15,5785.666117,questions.html
20.93,7,5787.282063,questions.html
21.38,12,5789.2798,questions.html
21.88,12,5791.785951,questions.html
21.39,11,5793.942165,questions.html
20.32,18,5796.385535,questions.html
21.79,21,5799.521284,questions.html
21.77,23,5802.310572,questions.html
21.32,18,5804.567709,questions.html
20.39,11,5806.537814,questions.html
22.38,12,5809.210435,questions.html
21.13,37,5812.496875,questions.html
22.3,20,5815.555647,questions.html
-1.1,10,5818.059856,questions.html--partial
20.92,8,5819.644493,questions.html
19.91,9,5821.190088,questions.html
20.94,6,5822.644575,questions.html
21.4,10,5824.453761,questions.html
21.79,21,5826.906022,questions.html
20.38,12,5828.700388,questions.html
-0.57,7,5830.391654,questions.html--partial
21.84,16,5832.761206,questions.html
21.88,12,5834.975171,questions.html
21.42,8,5836.621674,questions.html
-1.54,4,5838.192494,questions.html--partial
22.33,17,5840.794922,questions.html
22.34,16,5843.380896,questions.html
22.25,25,5846.388255,questions.html
21.87,13,5848.919382,questions.html
-1.05,5,5850.286633,questions.html--partial
-1.05,5,5851.610151,questions.html--partial
20.88,12,5853.203121,questions.html
21.35,15,5855.009528,questions.html
-0.06,6,5856.814143,questions.html--partial
21.33,17,5858.706919,questions.html
20.38,12,5860.628289,questions.html
-0.06,6,5862.544388,questions.html--partial
21.89,11,5864.63893,questions.html
20.32,18,5866.61407,questions.html
21.42,8,5868.411599,questions.html
22.31,19,5871.013962,questions.html
22.34,16,5873.592726,questions.html
22.38,12,5876.095174,questions.html
-0.06,6,5878.373843,questions.html--partial
20.92,8,5880.057032,questions.html
-1.05,5,5881.411382,questions.html--partial
-1.04,4,5882.77951,questions.html--partial
21.41,9,5884.473278,questions.html
21.9,10,5886.827467,questions.html
20.4,10,5888.920837,questions.html
-1.57,7,5890.713414,questions.html--partial
21.9,10,5893.176296,questions.html
21.83,17,5895.868457,questions.html
21.37,13,5897.9187,questions.html
20.39,11,5900.071281,questions.html
22.33,17,5903.152571,questions.html
22.32,18,5906.495304,questions.html
22.37,13,5909.508202,questions.html
-0.67,17,5912.576699,questions.html--partial
20.88,12,5914.442126,questions.html
20.87,13,5916.244316,questions.html
19.84,16,5918.229175,questions.html
20.37,13,5920.29204,questions.html
21.84,16,5923.056791,questions.html
21.42,8,5925.206028,questions.html
21.36,14,5927.41013,questions.html
21.84,16,5930.026861,questions.html
21.74,26,5932.942667,questions.html
20.4,10,5934.825767,questions.html
21.38,12,5937.028471,questions.html
22.17,33,5940.512628,questions.html
21.21,29,5944.05084,questions.html
22.37,13,5947.034858,questions.html
21.85,15,5950.035406,questions.html
20.94,6,5951.930593,questions.html
20.94,6,5953.652932,questions.html
20.92,8,5955.320068,questions.html
21.39,11,5957.071903,questions.html
21.89,11,5959.168983,questions.html
20.28,22,5961.259484,questions.html
21.38,12,5963.0746,questions.html
21.88,12,5965.352847,questions.html
-0.11,11,5967.377471,questions.html--partial
20.32,18,5969.377455,questions.html
-0.55,5,5971.000503,questions.html--partial
21.35,15,5973.671328,questions.html
-0.1,10,5975.894288,questions.html--partial
22.39,11,5978.501721,questions.html
21.86,14,5981.005715,questions.html
20.95,5,5982.480502,questions.html
20.91,9,5984.071264,questions.html
20.92,8,5985.600328,questions.html
21.31,19,5987.613327,questions.html
21.83,17,5990.191363,questions.html
21.37,13,5992.033089,questions.html
21.38,12,5993.956045,questions.html
21.89,11,5996.041667,questions.html
21.87,13,5998.314689,questions.html
21.32,18,6000.360146,questions.html
21.43,7,6002.226074,questions.html
22.42,8,6004.760592,questions.html
21.24,26,6007.852596,questions.html
22.27,23,6010.822095,questions.html
21.85,15,6013.3786,questions.html
19.83,17,6015.303853,questions.html
20.9,10,6016.846305,questions.html
19.72,28,6018.893907,questions.html
21.38,12,6020.626043,questions.html
21.9,10,6022.744415,questions.html
20.41,9,6024.449234,questions.html
21.38,12,6026.218311,questions.html
21.84,16,6028.433446,questions.html
21.9,10,6030.402779,questions.html
-0.56,6,6032.085676,questions.html--partial
21.44,6,6033.898547,questions.html
22.31,19,6036.958872,questions.html
22.36,14,6039.856786,questions.html
22.39,11,6042.38913,questions.html
21.87,13,6044.906416,questions.html
-1.04,4,6046.324887,questions.html--partial
20.87,13,6048.05751,questions.html
20.9,10,6049.589739,questions.html
-0.58,8,6051.238868,questions.html--partial
21.89,11,6053.446738,questions.html
21.41,9,6055.318675,questions.html
21.4,10,6057.081757,questions.html
21.87,13,6059.455216,questions.html
21.92,8,6061.562034,questions.html
21.35,15,6063.502743,questions.html
21.42,8,6065.497552,questions.html
20.26,24,6068.589214,questions.html
22.37,13,6071.344277,questions.html
22.37,13,6073.864574,questions.html
20.88,12,6076.269753,questions.html
-1.04,4,6077.59377,questions.html--partial
-2.03,3,6078.805153,questions.html--partial
20.94,6,6080.206304,questions.html
21.25,25,6082.656509,questions.html
21.83,17,6084.946015,questions.html
21.31,19,6086.991302,questions.html
21.38,12,6088.722243,questions.html
21.84,16,6090.972046,questions.html
21.88,12,6093.140021,questions.html
21.4,10,6094.880077,questions.html
21.41,9,6096.688108,questions.html
22.4,10,6099.063634,questions.html
22.41,9,6101.493747,questions.html
22.32,18,6104.215782,questions.html
21.91,9,6106.55923,questions.html
20.87,13,6108.241042,questions.html
-1.05,5,6109.544696,questions.html--partial
-1.04,4,6110.830238,questions.html--partial
21.27,23,6112.875125,questions.html
21.89,11,6114.921237,questions.html
21.37,13,6116.74407,questions.html
21.35,15,6118.617945,questions.html
21.88,12,6120.750306,questions.html
-0.09,9,6122.828773,questions.html--partial
21.33,17,6124.872893,questions.html
21.31,19,6127.0157,questions.html
21.35,15,6129.592938,questions.html
22.4,10,6132.002625,questions.html
20.27,23,6134.994221,questions.html
21.81,19,6137.811839,questions.html
20.9,10,6139.533059,questions.html
20.92,8,6140.964978,questions.html
-1.04,4,6142.349882,questions.html--partial
21.42,8,6144.186071,questions.html
21.89,11,6146.619269,questions.html
21.4,10,6148.830422,questions.html
21.28,22,6151.510803,questions.html
21.9,10,6154.095105,questions.html
20.77,23,6157.12652,questions.html
19.34,16,6159.487774,questions.html
21.33,17,6162.214011,questions.html
22.31,19,6166.210086,questions.html
22.35,15,6169.798386,questions.html
22.24,26,6173.342936,questions.html
20.72,28,6176.686495,questions.html
20.92,8,6178.456985,questions.html
20.91,9,6180.23115,questions.html
-2.06,6,6181.93402,questions.html--partial
21.37,13,6184.26665,questions.html
-0.6,10,6186.342448,questions.html--partial
21.25,25,6188.916996,questions.html
-0.56,6,6191.200379,questions.html--partial
21.87,13,6194.280226,questions.html
20.84,16,6197.83839,questions.html
20.21,29,6201.40257,questions.html
-0.56,6,6203.935807,questions.html--partial
22.34,16,6208.186096,questions.html
22.28,22,6213.342509,questions.html
22.34,16,6217.451413,questions.html
21.82,18,6220.815661,questions.html
20.9,10,6222.965689,questions.html
19.87,13,6224.607365,questions.html
19.88,12,6226.26398,questions.html
20.3,20,6228.272023,questions.html
21.83,17,6230.75987,questions.html
21.32,18,6233.005126,questions.html
20.38,12,6235.074039,questions.html
21.78,22,6237.965459,questions.html
21.79,21,6240.915754,questions.html
-0.56,6,6242.591436,questions.html--partial
21.42,8,6244.787477,questions.html
22.27,23,6248.58246,questions.html
-0.21,21,6251.484615,questions.html--partial
21.3,20,6254.362448,questions.html
21.71,29,6257.25486,questions.html
20.84,16,6258.991817,questions.html
-1.06,6,6260.325853,questions.html--partial
19.79,21,6262.217938,questions.html
20.29,21,6264.229755,questions.html
21.79,21,6266.566305,questions.html
20.13,37,6269.042886,questions.html
21.29,21,6271.163137,questions.html
20.73,27,6274.014476,questions.html
21.82,18,6276.396283,questions.html
21.37,13,6278.250102,questions.html
21.41,9,6280.172606,questions.html
22.07,43,6284.257141,questions.html
22.36,14,6287.042627,questions.html
22.12,38,6290.588768,questions.html
21.81,19,6293.299359,questions.html
20.89,11,6295.001472,questions.html
20.94,6,6296.414128,questions.html
20.89,11,6298.100827,questions.html
21.44,6,6299.708719,questions.html
21.85,15,6302.081121,questions.html
20.23,27,6304.34877,questions.html
20.26,24,6306.657589,questions.html
21.89,11,6308.968779,questions.html
20.72,28,6311.857849,questions.html
21.41,9,6313.539144,questions.html
21.4,10,6315.631514,questions.html
22.28,22,6318.543655,questions.html
22.4,10,6321.007671,questions.html
0.42,8,6323.58917,questions.html--partial
-0.12,12,6326.146225,questions.html--partial
20.95,5,6327.620995,questions.html
20.95,5,6329.018916,questions.html
20.93,7,6330.507518,questions.html
21.36,14,6332.557712,questions.html
21.72,28,6335.396869,questions.html
-0.56,6,6337.061078,questions.html--partial
21.38,12,6338.933472,questions.html
21.86,14,6341.207376,questions.html
20.86,14,6343.420564,questions.html
21.3,20,6345.570495,questions.html
21.39,11,6347.521271,questions.html
22.2,30,6350.813982,questions.html
22.38,12,6353.427382,questions.html
22.22,28,6356.882681,questions.html
20.9,10,6359.313679,questions.html
17.77,23,6361.610005,questions.html
19.93,7,6363.248892,questions.html
20.87,13,6365.15891,questions.html
-0.6,10,6367.196855,questions.html--partial
21.77,23,6370.145371,questions.html
21.4,10,6372.110937,questions.html
21.4,10,6374.480796,questions.html
18.77,23,6377.528026,questions.html
21.85,15,6380.144353,questions.html
21.43,7,6382.118546,questions.html
21.38,12,6384.313112,questions.html
21.33,17,6387.532259,questions.html
22.26,24,6391.077212,questions.html
22.28,22,6394.409229,questions.html
21.86,14,6397.15271,questions.html
19.88,12,6399.327681,questions.html
-1.11,11,6401.2021,questions.html--partial
20.89,11,6403.311375,questions.html
21.29,21,6405.968634,questions.html
20.71,29,6409.094598,questions.html
21.24,26,6411.842461,questions.html
21.3,20,6414.28216,questions.html
21.83,17,6416.935766,questions.html
21.88,12,6419.405163,questions.html
20.31,19,6422.094267,questions.html
21.28,22,6424.980539,questions.html
22.24,26,6428.360046,questions.html
22.31,19,6431.650429,questions.html
22.29,21,6435.264723,questions.html
21.82,18,6439.579932,questions.html
20.94,6,6441.702479,questions.html
20.92,8,6443.98314,questions.html
-1.05,5,6445.97942,questions.html--partial
21.34,16,6449.06342,questions.html
20.87,13,6452.243524,questions.html
21.38,12,6455.328902,questions.html
21.36,14,6458.181165,questions.html
21.88,12,6460.52603,questions.html
21.87,13,6463.083244,questions.html
-0.57,7,6465.096262,questions.html--partial
18.25,25,6467.762865,questions.html
22.36,14,6470.916536,questions.html
22.4,10,6473.762218,questions.html
22.28,22,6477.028399,questions.html
19.73,27,6480.091462,questions.html
20.93,7,6481.707476,questions.html
20.92,8,6483.337692,questions.html
20.93,7,6485.01151,questions.html
21.39,11,6487.122753,questions.html
21.92,8,6489.70941,questions.html
21.34,16,6491.990964,questions.html
21.39,11,6493.950844,questions.html
21.81,19,6496.695462,questions.html
21.81,19,6499.353754,questions.html
21.39,11,6501.46416,questions.html
21.38,12,6503.778864,questions.html
22.31,19,6507.000187,questions.html
22.32,18,6510.130012,questions.html
22.33,17,6513.45457,questions.html
21.91,9,6516.185966,questions.html
20.84,16,6518.418224,questions.html
20.94,6,6519.95393,questions.html
20.87,13,6521.810014,questions.html
20.36,14,6523.995078,questions.html
21.83,17,6526.704772,questions.html
21.27,23,6529.122132,questions.html
21.39,11,6531.329152,questions.html
19.82,18,6534.218057,questions.html
21.85,15,6536.68735,questions.html
-2.06,6,6538.312859,questions.html--partial
21.41,9,6540.53522,questions.html
22.31,19,6543.59865,questions.html
22.37,13,6546.463288,questions.html
21.36,14,6549.574172,questions.html
21.91,9,6552.194356,questions.html
-1.05,5,6553.754516,questions.html--partial
-2.03,3,6555.09331,questions.html--partial
20.94,6,6556.614715,questions.html
21.39,11,6558.591996,questions.html
21.78,22,6561.259551,questions.html
21.34,16,6563.351767,questions.html
21.39,11,6565.470869,questions.html
21.8,20,6568.152775,questions.html
-0.11,11,6570.571038,questions.html--partial
-1.54,4,6572.323766,questions.html--partial
21.44,6,6574.246419,questions.html
22.4,10,6577.141864,questions.html
22.29,21,6580.284437,questions.html
21.35,15,6583.708541,questions.html
21.79,21,6586.821878,questions.html
20.89,11,6588.587174,questions.html
20.92,8,6590.252775,questions.html
19.87,13,6592.029076,questions.html
21.35,15,6594.049736,questions.html
18.84,16,6596.661103,questions.html
20.38,12,6598.942788,questions.html
21.1,40,6601.950224,questions.html
21.88,12,6604.328701,questions.html
21.86,14,6606.941419,questions.html
-0.58,8,6608.719443,questions.html--partial
21.4,10,6610.907571,questions.html
20.3,20,6614.228078,questions.html
21.25,25,6617.569896,questions.html
22.38,12,6620.341075,questions.html
21.8,20,6623.549903,questions.html
-2.06,6,6625.015691,questions.html--partial
20.91,9,6626.735197,questions.html
20.94,6,6628.413092,questions.html
21.32,18,6630.865058,questions.html
21.77,23,6633.733964,questions.html
21.36,14,6635.892666,questions.html
-0.57,7,6637.839232,questions.html--partial
21.86,14,6640.339581,questions.html
-0.17,17,6643.361655,questions.html--partial
21.41,9,6645.869697,questions.html
21.39,11,6648.135061,questions.html
22.36,14,6651.145087,questions.html
22.32,18,6654.206174,questions.html
22.3,20,6657.452624,questions.html
21.82,18,6660.399627,questions.html
19.94,6,6662.28318,questions.html
20.91,9,6664.030617,questions.html
20.91,9,6665.709343,questions.html
21.37,13,6667.84206,questions.html
21.73,27,6671.120735,questions.html
18.23,27,6673.709541,questions.html
-0.55,5,6675.382451,questions.html--partial
18.79,21,6678.315734,questions.html
21.86,14,6680.815937,questions.html
21.41,9,6682.811319,questions.html
21.38,12,6685.057019,questions.html
21.23,27,6688.607584,questions.html
21.22,28,6693.80802,questions.html
21.29,21,6697.155321,questions.html
20.84,16,6700.013925,questions.html
20.91,9,6701.794822,questions.html
-1.09,9,6703.395906,questions.html--partial
20.87,13,6705.445984,questions.html
21.4,10,6707.331663,questions.html
21.89,11,6710.010479,questions.html
21.42,8,6712.20328,questions.html
16.29,21,6714.519538,questions.html
20.84,16,6717.069121,questions.html
20.87,13,6719.61775,questions.html
21.4,10,6721.654534,questions.html
21.39,11,6723.864952,questions.html
22.4,10,6726.815002,questions.html
0.4,10,6729.543367,questions.html--partial
22.25,25,6732.916344,questions.html
21.92,8,6735.52545,questions.html
20.93,7,6737.183639,questions.html
20.91,9,6738.8595,questions.html
19.86,14,6740.699599,questions.html
21.38,12,6742.854084,questions.html
18.83,17,6745.751432,questions.html
21.43,7,6747.635764,questions.html
20.16,34,6750.153821,questions.html
-1.09,9,6752.17779,questions.html--partial
21.79,21,6754.737566,questions.html
21.32,18,6756.724461,questions.html
-0.55,5,6758.461059,questions.html--partial
22.35,15,6760.960815,questions.html
21.2,30,6764.036613,questions.html
22.3,20,6766.814476,questions.html
21.83,17,6769.27896,questions.html
20.9,10,6770.867603,questions.html
20.91,9,6772.340289,questions.html
-1.04,4,6773.647868,questions.html--partial
21.42,8,6775.255482,questions.html
21.69,31,6777.945458,questions.html
-0.62,12,6779.704185,questions.html--partial
21.25,25,6781.843829,questions.html
21.82,18,6784.152425,questions.html
21.85,15,6786.408485,questions.html
21.17,33,6789.023064,questions.html
21.34,16,6791.112991,questions.html
22.22,28,6794.029003,questions.html
4.39,61,6797.349374,experience.html
22.31,19,6800.03995,questions.html
21.77,23,6802.706106,questions.html
20.82,18,6804.536433,questions.html
20.94,6,6805.957124,questions.html
20.85,15,6807.672352,questions.html
20.38,12,6809.389456,questions.html
21.78,22,6811.849025,questions.html
21.34,16,6813.764518,questions.html
21.27,23,6815.991873,questions.html
21.9,10,6818.047567,questions.html
18.82,18,6820.358345,questions.html
21.35,15,6822.286602,questions.html
21.28,22,6824.5778,questions.html
22.24,26,6827.470199,questions.html
20.37,13,6829.980386,questions.html
22.18,32,6833.036352,questions.html
21.86,14,6835.411115,questions.html
19.9,10,6837.000742,questions.html
20.92,8,6838.488887,questions.html
20.89,11,6840.036832,questions.html
21.37,13,6841.807961,questions.html
21.79,21,6844.189502,questions.html
-0.56,6,6845.751798,questions.html--partial
21.42,8,6847.354563,questions.html
21.79,21,6849.892006,questions.html
21.8,20,6852.251109,questions.html
-1.09,9,6853.840899,questions.html--partial
21.38,12,6855.764826,questions.html
21.21,29,6858.687224,questions.html
22.39,11,6861.158124,questions.html
22.39,11,6863.62871,questions.html
21.79,21,6866.298023,questions.html
20.92,8,6867.807934,questions.html
19.83,17,6869.579979,questions.html
-1.05,5,6870.874825,questions.html--partial
21.41,9,6872.489872,questions.html
21.91,9,6874.490431,questions.html
21.2,30,6876.800792,questions.html
21.43,7,6878.358592,questions.html
21.87,13,6880.530338,questions.html
19.79,21,6882.90673,questions.html
20.35,15,6885.009257,questions.html
21.38,12,6886.978766,questions.html
22.35,15,6889.468095,questions.html
22.3,20,6892.194019,questions.html
0.4,10,6894.501404,questions.html--partial
21.87,13,6896.839296,questions.html
20.85,15,6898.558812,questions.html
17.79,21,6900.348374,questions.html
20.88,12,6901.958981,questions.html
21.32,18,6903.872645,questions.html
21.86,14,6906.05488,questions.html
21.35,15,6907.943375,questions.html
21.37,13,6909.690331,questions.html
19.77,23,6912.115453,questions.html
21.79,21,6914.535615,questions.html
21.4,10,6916.265115,questions.html
19.33,17,6918.437572,questions.html
21.27,23,6921.379724,questions.html
21.31,19,6924.063245,questions.html
22.15,35,6927.272993,questions.html
21.86,14,6929.619136,questions.html
20.93,7,6931.098102,questions.html
20.89,11,6932.669372,questions.html
-1.05,5,6934.053863,questions.html--partial
20.3,20,6936.022971,questions.html
-0.06,6,6937.90005,questions.html--partial
-1.56,6,6939.442959,questions.html--partial
21.4,10,6941.172033,questions.html
21.78,22,6943.701066,questions.html
20.75,25,6946.281749,questions.html
21.22,28,6948.572172,questions.html
21.36,14,6950.630593,questions.html
21.23,27,6953.712461,questions.html
20.25,25,6956.617215,questions.html
21.1,40,6960.027836,questions.html
19.71,29,6962.967091,questions.html
19.81,19,6964.980166,questions.html
20.85,15,6966.68602,questions.html
20.82,18,6968.484132,questions.html
21.4,10,6970.154819,questions.html
21.88,12,6972.254899,questions.html
21.33,17,6974.193018,questions.html
21.23,27,6976.401721,questions.html
21.78,22,6978.866707,questions.html
21.83,17,6981.334631,questions.html
21.32,18,6983.323828,questions.html
21.36,14,6985.286832,questions.html
22.12,38,6988.481676,questions.html
22.24,26,6991.387066,questions.html
