#{"t_start": 1761241569.9947386, "env_id": "None"}
r,l,t,page
-2.05,5,1806.744794,questions.html--partial
21.39,11,1808.666537,questions.html
19.87,13,1811.076823,questions.html
21.41,9,1812.854766,questions.html
21.26,24,1815.415753,questions.html
19.74,26,1818.166934,questions.html
21.83,17,1820.884347,questions.html
21.39,11,1822.661755,questions.html
-1.57,7,1824.622967,questions.html--partial
22.24,26,1828.013226,questions.html
19.27,23,1830.894206,questions.html
22.39,11,1833.488858,questions.html
20.87,13,1835.905697,questions.html
18.84,16,1837.621296,questions.html
12.82,18,1840.245698,questions.html
20.94,6,1841.628057,questions.html
21.4,10,1843.436038,questions.html
20.7,30,1846.046826,questions.html
20.27,23,1848.144377,questions.html
19.32,18,1850.054392,questions.html
18.79,21,1852.388234,questions.html
20.77,23,1855.078262,questions.html
21.38,12,1856.866867,questions.html
20.34,16,1859.11348,questions.html
19.98,52,1863.338206,questions.html
22.37,13,1865.742831,questions.html
0.41,9,1868.119529,questions.html--partial
20.84,16,1870.536958,questions.html
19.84,16,1872.306711,questions.html
20.86,14,1873.976811,questions.html
-2.05,5,1875.333505,questions.html--partial
20.35,15,1877.198466,questions.html
20.69,31,1879.96994,questions.html
18.18,32,1882.388961,questions.html
19.14,36,1885.016437,questions.html
20.86,14,1887.10303,questions.html
21.79,21,1889.447772,questions.html
19.16,34,1891.986803,questions.html
-2.65,15,1893.921174,questions.html--partial
22.32,18,1896.411029,questions.html
21.0,50,1899.905112,questions.html
21.16,34,1903.020726,questions.html
18.69,31,1905.843608,questions.html
16.74,26,1908.133262,questions.html
20.85,15,1909.819652,questions.html
19.73,27,1911.804656,questions.html
21.33,17,1913.660123,questions.html
16.48,52,1916.967678,questions.html
21.34,16,1918.885303,questions.html
21.43,7,1920.562807,questions.html
19.81,19,1922.918822,questions.html
20.89,11,1925.116163,questions.html
-0.56,6,1926.595219,questions.html--partial
19.32,18,1928.716215,questions.html
19.99,51,1932.320682,questions.html
22.19,31,1935.493746,questions.html
22.31,19,1938.44519,questions.html
21.84,16,1940.902964,questions.html
19.89,11,1942.529787,questions.html
19.78,22,1944.405721,questions.html
17.57,43,1946.979751,questions.html
19.33,17,1948.776515,questions.html
21.62,38,1951.943407,questions.html
19.26,24,1954.110178,questions.html
19.25,25,1956.27126,questions.html
18.71,29,1959.262934,questions.html
21.92,8,1961.239764,questions.html
-2.07,7,1962.965885,questions.html--partial
-0.56,6,1964.600379,questions.html--partial
22.32,18,1967.323723,questions.html
-0.07,7,1969.305347,questions.html--partial
21.26,24,1972.78182,questions.html
-1.07,7,1975.134852,questions.html--partial
-2.03,3,1976.499633,questions.html--partial
-1.04,4,1977.939344,questions.html--partial
19.89,11,1979.770112,questions.html
21.39,11,1981.785398,questions.html
21.84,16,1984.863811,questions.html
21.36,14,1987.66694,questions.html
21.34,16,1989.982112,questions.html
21.9,10,1992.504773,questions.html
-1.07,7,1994.83759,questions.html--partial
20.31,19,1996.768563,questions.html
21.3,20,1998.946988,questions.html
22.2,30,2001.964853,questions.html
22.28,22,2004.945785,questions.html
-1.43,43,2008.214021,questions.html--partial
19.83,17,2010.863487,questions.html
20.91,9,2012.360153,questions.html
20.85,15,2014.039504,questions.html
20.93,7,2015.402699,questions.html
21.4,10,2016.994734,questions.html
20.81,19,2019.374271,questions.html
21.39,11,2021.140775,questions.html
21.36,14,2022.964855,questions.html
21.79,21,2025.223056,questions.html
21.9,10,2027.205751,questions.html
-0.56,6,2028.669509,questions.html--partial
21.37,13,2030.590097,questions.html
-0.21,21,2033.101279,questions.html--partial
22.34,16,2035.799512,questions.html
-2.35,35,2038.837934,questions.html--partial
21.68,32,2041.676692,questions.html
-2.03,3,2042.898758,questions.html--partial
19.93,7,2044.241148,questions.html
19.83,17,2045.858619,questions.html
21.29,21,2047.797457,questions.html
21.83,17,2050.015066,questions.html
19.31,19,2052.039059,questions.html
21.41,9,2053.658022,questions.html
21.8,20,2056.045097,questions.html
19.72,28,2058.593982,questions.html
20.34,16,2060.440552,questions.html
20.41,9,2062.18335,questions.html
22.32,18,2064.657278,questions.html
22.2,30,2068.269541,questions.html
22.27,23,2071.185112,questions.html
21.93,7,2073.594699,questions.html
18.84,16,2075.317171,questions.html
20.92,8,2076.700955,questions.html
18.88,12,2078.231397,questions.html
20.29,21,2080.152226,questions.html
21.88,12,2082.321301,questions.html
17.36,14,2084.328038,questions.html
21.38,12,2085.991795,questions.html
20.8,20,2088.23625,questions.html
21.84,16,2090.329144,questions.html
21.34,16,2092.149495,questions.html
20.3,20,2094.228505,questions.html
21.35,15,2096.674619,questions.html
22.22,28,2100.281348,questions.html
22.28,22,2103.535305,questions.html
-0.58,8,2105.743185,questions.html--partial
20.89,11,2107.34479,questions.html
20.85,15,2108.99041,questions.html
20.95,5,2110.526802,questions.html
21.39,11,2112.373345,questions.html
-0.62,12,2114.25561,questions.html--partial
21.35,15,2116.122299,questions.html
21.39,11,2117.794403,questions.html
21.86,14,2119.810402,questions.html
21.89,11,2121.905469,questions.html
21.38,12,2123.731238,questions.html
21.42,8,2125.560138,questions.html
22.36,14,2128.038583,questions.html
-1.28,28,2131.095543,questions.html--partial
-0.1,10,2133.382275,questions.html--partial
-1.72,22,2135.569494,questions.html--partial
20.95,5,2137.080597,questions.html
19.89,11,2138.570226,questions.html
20.93,7,2139.963357,questions.html
-3.17,17,2142.130029,questions.html--partial
20.85,15,2144.338013,questions.html
21.37,13,2146.158338,questions.html
21.29,21,2148.254771,questions.html
19.84,16,2150.532403,questions.html
21.86,14,2152.798716,questions.html
19.21,29,2155.240869,questions.html
-1.6,10,2157.515421,questions.html--partial
22.41,9,2159.910462,questions.html
21.37,13,2163.258072,questions.html
22.37,13,2166.155061,questions.html
21.86,14,2169.11869,questions.html
-1.06,6,2170.598298,questions.html--partial
-1.05,5,2172.022775,questions.html--partial
-1.04,4,2173.464556,questions.html--partial
20.38,12,2175.341265,questions.html
21.82,18,2178.216544,questions.html
21.41,9,2180.229199,questions.html
20.31,19,2182.46982,questions.html
20.92,8,2184.83228,questions.html
21.82,18,2187.049807,questions.html
20.29,21,2189.00389,questions.html
20.29,21,2191.11571,questions.html
22.16,34,2194.291316,questions.html
17.05,45,2197.958994,questions.html
-0.18,18,2200.210857,questions.html--partial
21.88,12,2202.559292,questions.html
20.86,14,2204.198229,questions.html
19.88,12,2205.67166,questions.html
20.95,5,2206.956369,questions.html
21.4,10,2208.57105,questions.html
21.91,9,2210.574619,questions.html
21.36,14,2212.419237,questions.html
-0.57,7,2213.932381,questions.html--partial
21.89,11,2216.095919,questions.html
21.79,21,2218.470311,questions.html
20.27,23,2220.463293,questions.html
21.44,6,2222.131924,questions.html
-0.24,24,2224.708171,questions.html--partial
22.16,34,2227.925718,questions.html
-0.11,11,2229.954147,questions.html--partial
21.81,19,2232.371817,questions.html
19.89,11,2233.980243,questions.html
20.88,12,2235.484737,questions.html
-1.04,4,2236.702951,questions.html--partial
21.39,11,2238.297881,questions.html
18.79,21,2240.542796,questions.html
21.3,20,2242.67645,questions.html
19.36,14,2244.506344,questions.html
21.82,18,2246.665748,questions.html
20.77,23,2249.225358,questions.html
18.3,20,2251.287701,questions.html
20.37,13,2253.20716,questions.html
22.25,25,2255.958275,questions.html
19.17,33,2259.053467,questions.html
21.06,44,2262.603965,questions.html
18.75,25,2265.2744,questions.html
-1.08,8,2266.664621,questions.html--partial
-1.06,6,2267.974325,questions.html--partial
19.87,13,2269.502687,questions.html
20.39,11,2271.237986,questions.html
21.8,20,2273.537701,questions.html
21.4,10,2275.275402,questions.html
21.34,16,2277.297362,questions.html
21.82,18,2279.49527,questions.html
20.79,21,2281.798287,questions.html
21.37,13,2283.536087,questions.html
20.37,13,2285.634158,questions.html
22.35,15,2288.521939,questions.html
20.33,17,2291.275278,questions.html
21.32,18,2293.929086,questions.html
20.85,15,2296.215468,questions.html
20.93,7,2297.630617,questions.html
20.94,6,2298.9307,questions.html
19.81,19,2300.621905,questions.html
21.41,9,2302.150748,questions.html
21.87,13,2304.209172,questions.html
21.42,8,2305.769368,questions.html
21.36,14,2307.645607,questions.html
20.83,17,2309.791858,questions.html
21.67,33,2312.722519,questions.html
20.31,19,2314.651458,questions.html
21.43,7,2316.341305,questions.html
0.41,9,2318.598961,questions.html--partial
22.32,18,2321.3933,questions.html
22.19,31,2324.996708,questions.html
20.78,22,2327.603703,questions.html
20.87,13,2329.33613,questions.html
19.93,7,2330.737478,questions.html
20.93,7,2332.119435,questions.html
21.35,15,2333.935594,questions.html
21.84,16,2336.208771,questions.html
-2.6,10,2337.906435,questions.html--partial
21.39,11,2339.87109,questions.html
21.91,9,2341.841903,questions.html
21.83,17,2344.367203,questions.html
-0.55,5,2345.916198,questions.html--partial
21.25,25,2348.549027,questions.html
22.3,20,2351.904995,questions.html
22.35,15,2355.503318,questions.html
22.23,27,2359.031916,questions.html
-0.64,14,2361.5187,questions.html--partial
20.9,10,2363.358683,questions.html
-1.09,9,2364.889886,questions.html--partial
20.9,10,2366.505241,questions.html
21.38,12,2368.1884,questions.html
21.88,12,2370.464299,questions.html
21.43,7,2372.129966,questions.html
-1.21,21,2373.984671,questions.html--partial
19.82,18,2376.201177,questions.html
21.8,20,2378.751594,questions.html
21.4,10,2380.432814,questions.html
16.16,34,2383.268288,questions.html
22.25,25,2386.296277,questions.html
22.32,18,2389.351524,questions.html
22.35,15,2391.866344,questions.html
19.79,21,2394.47318,questions.html
20.91,9,2395.957302,questions.html
20.93,7,2397.320155,questions.html
-2.07,7,2398.642648,questions.html--partial
-0.55,5,2400.007596,questions.html--partial
21.84,16,2402.248181,questions.html
20.41,9,2403.969084,questions.html
-2.13,13,2405.637774,questions.html--partial
21.75,25,2408.019553,questions.html
21.87,13,2410.126794,questions.html
21.41,9,2411.748926,questions.html
19.37,13,2413.649737,questions.html
22.36,14,2416.044061,questions.html
19.25,25,2418.962034,questions.html
22.39,11,2421.28881,questions.html
19.79,21,2423.899367,questions.html
20.94,6,2425.29705,questions.html
18.89,11,2426.933799,questions.html
19.92,8,2428.306259,questions.html
21.27,23,2430.29871,questions.html
21.81,19,2432.484899,questions.html
17.33,17,2434.394989,questions.html
21.34,16,2436.252811,questions.html
21.82,18,2438.405544,questions.html
21.9,10,2440.45284,questions.html
21.36,14,2442.344833,questions.html
21.37,13,2444.313084,questions.html
-0.12,12,2446.514319,questions.html--partial
20.28,22,2449.173949,questions.html
21.13,37,2452.479189,questions.html
21.93,7,2454.576219,questions.html
20.89,11,2456.096984,questions.html
19.87,13,2457.67265,questions.html
20.93,7,2459.181245,questions.html
21.44,6,2460.676717,questions.html
-0.06,6,2462.414971,questions.html--partial
21.38,12,2464.112843,questions.html
20.33,17,2466.056041,questions.html
-0.12,12,2468.083984,questions.html--partial
20.85,15,2470.222009,questions.html
-0.57,7,2471.696723,questions.html--partial
-1.58,8,2473.346522,questions.html--partial
22.19,31,2476.38925,questions.html
21.24,26,2479.374249,questions.html
21.29,21,2482.036552,questions.html
21.89,11,2484.385088,questions.html
20.92,8,2485.83711,questions.html
20.95,5,2487.162808,questions.html
-1.05,5,2488.405556,questions.html--partial
20.24,26,2490.481898,questions.html
21.82,18,2492.74137,questions.html
21.39,11,2494.462574,questions.html
19.41,9,2496.04666,questions.html
21.76,24,2498.636149,questions.html
20.75,25,2501.1409,questions.html
21.38,12,2503.003346,questions.html
-0.55,5,2504.65403,questions.html--partial
21.35,15,2507.06075,questions.html
21.3,20,2509.654205,questions.html
22.29,21,2512.291021,questions.html
19.62,38,2515.46474,questions.html
-1.04,4,2516.701241,questions.html--partial
20.95,5,2517.990993,questions.html
20.84,16,2519.577214,questions.html
-2.05,5,2520.824723,questions.html--partial
20.86,14,2522.813034,questions.html
19.34,16,2524.658978,questions.html
21.37,13,2526.396112,questions.html
21.82,18,2528.726573,questions.html
19.82,18,2531.148749,questions.html
21.35,15,2533.002301,questions.html
19.33,17,2535.080281,questions.html
22.32,18,2537.58433,questions.html
19.97,53,2541.082421,questions.html
21.18,32,2544.056929,questions.html
19.84,16,2546.809994,questions.html
20.88,12,2548.510049,questions.html
20.91,9,2549.94166,questions.html
20.95,5,2551.242723,questions.html
20.28,22,2553.345009,questions.html
21.84,16,2555.894695,questions.html
21.3,20,2558.10252,questions.html
21.27,23,2560.65264,questions.html
18.68,32,2563.905068,questions.html
21.81,19,2566.384461,questions.html
20.38,12,2568.236718,questions.html
-0.55,5,2570.053922,questions.html--partial
21.36,14,2572.525789,questions.html
-0.18,18,2574.877985,questions.html--partial
22.18,32,2578.097733,questions.html
21.88,12,2580.478368,questions.html
20.94,6,2581.873989,questions.html
20.88,12,2583.410851,questions.html
20.92,8,2584.935896,questions.html
21.38,12,2586.754951,questions.html
20.83,17,2589.144981,questions.html
18.22,28,2591.533634,questions.html
-0.56,6,2593.090939,questions.html--partial
19.7,30,2596.010117,questions.html
20.82,18,2598.280616,questions.html
21.3,20,2600.255644,questions.html
20.39,11,2602.14146,questions.html
-2.15,15,2604.245652,questions.html--partial
22.25,25,2607.142797,questions.html
21.25,25,2609.991173,questions.html
20.9,10,2612.471328,questions.html
20.91,9,2614.015518,questions.html
19.94,6,2615.363692,questions.html
20.95,5,2616.70001,questions.html
20.28,22,2618.670901,questions.html
19.83,17,2620.86881,questions.html
20.16,34,2623.351513,questions.html
-2.56,6,2624.459881,questions.html--partial
21.85,15,2626.713206,questions.html
20.88,12,2628.789572,questions.html
21.33,17,2630.642128,questions.html
21.33,17,2632.671762,questions.html
22.24,26,2635.67287,questions.html
21.1,40,2639.004029,questions.html
22.33,17,2641.621248,questions.html
21.85,15,2644.343876,questions.html
19.87,13,2645.93105,questions.html
-1.04,4,2647.162696,questions.html--partial
-2.11,11,2648.596591,questions.html--partial
21.38,12,2650.239326,questions.html
20.71,29,2652.871689,questions.html
20.36,14,2654.672347,questions.html
19.26,24,2656.724017,questions.html
21.9,10,2658.936921,questions.html
19.77,23,2661.284109,questions.html
21.23,27,2663.420696,questions.html
21.32,18,2665.446261,questions.html
21.24,26,2668.194748,questions.html
22.37,13,2670.623702,questions.html
22.33,17,2673.175366,questions.html
20.87,13,2675.722439,questions.html
18.89,11,2677.232523,questions.html
20.9,10,2678.694407,questions.html
20.92,8,2680.078393,questions.html
19.3,20,2682.000668,questions.html
19.67,33,2684.764957,questions.html
21.05,45,2687.641077,questions.html
20.4,10,2689.354103,questions.html
21.83,17,2691.772475,questions.html
21.77,23,2694.144512,questions.html
21.44,6,2695.655049,questions.html
20.36,14,2697.623799,questions.html
22.27,23,2700.2629,questions.html
22.18,32,2703.25874,questions.html
21.2,30,2706.202733,questions.html
20.79,21,2708.846304,questions.html
20.94,6,2710.251747,questions.html
-2.03,3,2711.378618,questions.html--partial
19.92,8,2712.792709,questions.html
19.3,20,2714.660061,questions.html
21.83,17,2716.851467,questions.html
21.39,11,2718.674793,questions.html
21.41,9,2720.244282,questions.html
20.82,18,2722.485053,questions.html
21.84,16,2724.781157,questions.html
21.43,7,2726.337645,questions.html
21.42,8,2728.052089,questions.html
22.11,39,2731.525485,questions.html
22.34,16,2734.172495,questions.html
22.33,17,2736.760374,questions.html
21.82,18,2739.375051,questions.html
-2.03,3,2740.637408,questions.html--partial
20.92,8,2742.035161,questions.html
19.85,15,2743.71451,questions.html
21.31,19,2745.65538,questions.html
21.88,12,2747.727643,questions.html
21.38,12,2749.431907,questions.html
18.38,12,2751.243813,questions.html
21.88,12,2753.217344,questions.html
21.85,15,2755.803893,questions.html
21.31,19,2757.71547,questions.html
21.41,9,2759.471376,questions.html
22.36,14,2761.887693,questions.html
22.35,15,2764.386882,questions.html
19.29,21,2767.022092,questions.html
20.84,16,2769.426319,questions.html
-2.03,3,2770.670099,questions.html--partial
19.88,12,2772.22026,questions.html
-1.04,4,2773.452516,questions.html--partial
21.4,10,2775.043255,questions.html
21.93,7,2776.981248,questions.html
21.42,8,2778.607842,questions.html
20.4,10,2780.19978,questions.html
21.87,13,2782.236255,questions.html
19.8,20,2784.539729,questions.html
20.39,11,2786.249687,questions.html
20.38,12,2788.206187,questions.html
-0.11,11,2790.308325,questions.html--partial
21.31,19,2792.87775,questions.html
22.34,16,2795.402019,questions.html
20.87,13,2798.105788,questions.html
20.93,7,2799.572017,questions.html
20.9,10,2801.186629,questions.html
20.93,7,2802.798548,questions.html
21.35,15,2804.565115,questions.html
21.88,12,2806.656622,questions.html
21.32,18,2808.581459,questions.html
21.4,10,2810.182155,questions.html
19.75,25,2812.519941,questions.html
21.84,16,2814.695291,questions.html
21.37,13,2816.414105,questions.html
21.42,8,2818.173334,questions.html
21.32,18,2820.799985,questions.html
22.23,27,2823.633319,questions.html
21.29,21,2826.269397,questions.html
21.91,9,2828.49614,questions.html
19.93,7,2829.923747,questions.html
20.9,10,2831.37409,questions.html
-2.06,6,2832.649494,questions.html--partial
21.39,11,2834.564375,questions.html
20.83,17,2836.869029,questions.html
21.33,17,2838.804553,questions.html
21.42,8,2840.387258,questions.html
20.82,18,2842.607527,questions.html
20.82,18,2844.834834,questions.html
21.34,16,2846.663642,questions.html
21.4,10,2848.435372,questions.html
22.28,22,2851.362573,questions.html
21.32,18,2853.961157,questions.html
0.4,10,2856.253046,questions.html--partial
20.88,12,2858.478817,questions.html
-1.05,5,2859.843021,questions.html--partial
-1.04,4,2861.108391,questions.html--partial
-2.03,3,2862.323927,questions.html--partial
21.31,19,2864.260113,questions.html
20.85,15,2866.564247,questions.html
20.32,18,2868.488588,questions.html
21.41,9,2870.04383,questions.html
21.8,20,2872.446499,questions.html
20.87,13,2874.590629,questions.html
21.43,7,2876.115505,questions.html
21.42,8,2877.8619,questions.html
21.31,19,2880.402036,questions.html
21.34,16,2882.983302,questions.html
0.4,10,2885.271816,questions.html--partial
-0.06,6,2887.281733,questions.html--partial
-3.04,4,2888.509542,questions.html--partial
-2.03,3,2889.708333,questions.html--partial
-2.03,3,2890.829448,questions.html--partial
21.4,10,2892.38289,questions.html
20.86,14,2894.420279,questions.html
20.24,26,2896.594788,questions.html
21.37,13,2898.304362,questions.html
20.74,26,2900.87063,questions.html
20.78,22,2903.163851,questions.html
21.34,16,2904.984567,questions.html
21.34,16,2906.953146,questions.html
22.24,26,2909.884627,questions.html
21.23,27,2912.799855,questions.html
21.34,16,2915.479766,questions.html
20.74,26,2918.14524,questions.html
16.82,18,2919.861516,questions.html
18.85,15,2921.522781,questions.html
20.89,11,2923.165261,questions.html
21.3,20,2925.063798,questions.html
20.84,16,2927.270087,questions.html
21.35,15,2929.191341,questions.html
20.34,16,2931.099628,questions.html
17.71,29,2933.624103,questions.html
20.66,34,2936.330753,questions.html
21.37,13,2938.291104,questions.html
21.36,14,2940.271985,questions.html
21.25,25,2943.051548,questions.html
21.24,26,2945.839674,questions.html
22.3,20,2948.549829,questions.html
21.81,19,2950.987862,questions.html
19.89,11,2952.526316,questions.html
-1.04,4,2953.766157,questions.html--partial
20.89,11,2955.296125,questions.html
21.07,43,2957.970712,questions.html
-0.08,8,2959.804146,questions.html--partial
21.43,7,2961.346039,questions.html
21.42,8,2963.044056,questions.html
21.84,16,2965.158587,questions.html
21.83,17,2967.357779,questions.html
19.35,15,2969.149492,questions.html
21.43,7,2971.020253,questions.html
22.31,19,2973.599635,questions.html
22.09,41,2976.813222,questions.html
21.28,22,2979.678005,questions.html
21.9,10,2981.948262,questions.html
-1.04,4,2983.291213,questions.html--partial
20.91,9,2984.693384,questions.html
19.81,19,2986.392323,questions.html
21.36,14,2988.062009,questions.html
21.86,14,2990.121142,questions.html
20.4,10,2991.734431,questions.html
21.4,10,2993.465857,questions.html
20.66,34,2996.256643,questions.html
20.73,27,2998.719479,questions.html
21.4,10,3000.353723,questions.html
20.3,20,3002.625736,questions.html
18.23,27,3005.51166,questions.html
21.08,42,3009.37793,questions.html
22.26,24,3012.940865,questions.html
20.79,21,3015.494244,questions.html
19.93,7,3017.013229,questions.html
20.9,10,3018.448203,questions.html
20.93,7,3019.809787,questions.html
21.41,9,3021.39318,questions.html
20.74,26,3023.838355,questions.html
21.36,14,3025.625593,questions.html
20.23,27,3027.863101,questions.html
20.84,16,3030.043059,questions.html
21.75,25,3032.653296,questions.html
-0.55,5,3034.089256,questions.html--partial
21.37,13,3036.009917,questions.html
21.2,30,3038.86928,questions.html
20.39,11,3041.273032,questions.html
22.35,15,3043.862528,questions.html
20.79,21,3046.335553,questions.html
20.91,9,3047.849259,questions.html
-1.07,7,3049.136602,questions.html--partial
-1.04,4,3050.343684,questions.html--partial
20.4,10,3051.958098,questions.html
21.89,11,3053.918444,questions.html
20.36,14,3055.703101,questions.html
21.41,9,3057.310338,questions.html
21.86,14,3059.515773,questions.html
21.85,15,3061.647034,questions.html
20.38,12,3063.423714,questions.html
-0.56,6,3065.094095,questions.html--partial
22.36,14,3067.541793,questions.html
21.29,21,3070.241042,questions.html
22.25,25,3073.226712,questions.html
21.8,20,3075.78808,questions.html
20.95,5,3077.169039,questions.html
19.92,8,3078.559366,questions.html
19.9,10,3080.014318,questions.html
21.38,12,3081.669511,questions.html
19.88,12,3083.717577,questions.html
21.41,9,3085.340993,questions.html
21.39,11,3086.978995,questions.html
21.73,27,3089.490354,questions.html
19.84,16,3091.749018,questions.html
21.34,16,3093.62452,questions.html
21.39,11,3095.461495,questions.html
21.26,24,3098.192534,questions.html
22.39,11,3100.587265,questions.html
22.27,23,3103.422805,questions.html
20.85,15,3105.833231,questions.html
19.88,12,3107.6509,questions.html
20.94,6,3109.022685,questions.html
-1.05,5,3110.321823,questions.html--partial
21.44,6,3111.786216,questions.html
21.86,14,3113.888614,questions.html
-1.54,4,3115.246893,questions.html--partial
-0.59,9,3116.827778,questions.html--partial
21.89,11,3118.95699,questions.html
21.81,19,3121.262912,questions.html
21.4,10,3122.982607,questions.html
21.42,8,3124.775764,questions.html
22.33,17,3127.258015,questions.html
22.39,11,3129.657195,questions.html
21.24,26,3132.448292,questions.html
20.83,17,3134.870756,questions.html
20.82,18,3136.642488,questions.html
-1.05,5,3137.943089,questions.html--partial
-1.05,5,3139.208476,questions.html--partial
21.32,18,3141.119565,questions.html
21.84,16,3143.195082,questions.html
21.43,7,3144.759749,questions.html
21.41,9,3146.385886,questions.html
-0.7,20,3148.733444,questions.html--partial
20.71,29,3151.266541,questions.html
21.21,29,3153.475268,questions.html
21.36,14,3155.495699,questions.html
22.3,20,3158.067801,questions.html
20.27,23,3160.831721,questions.html
22.19,31,3163.856756,questions.html
20.82,18,3166.283116,questions.html
-1.04,4,3167.573878,questions.html--partial
-1.06,6,3168.838418,questions.html--partial
19.9,10,3170.298384,questions.html
-1.16,16,3172.097244,questions.html--partial
20.78,22,3174.36315,questions.html
21.27,23,3176.433903,questions.html
21.36,14,3178.308502,questions.html
20.79,21,3180.56828,questions.html
-0.06,6,3182.431849,questions.html--partial
21.34,16,3184.250329,questions.html
19.38,12,3186.118816,questions.html
22.26,24,3188.901865,questions.html
22.24,26,3191.835809,questions.html
21.21,29,3194.717439,questions.html
19.88,12,3196.973271,questions.html
20.87,13,3198.621378,questions.html
19.92,8,3200.013964,questions.html
-1.05,5,3201.272256,questions.html--partial
21.39,11,3203.001704,questions.html
20.84,16,3205.16241,questions.html
19.31,19,3207.113628,questions.html
19.39,11,3208.747331,questions.html
19.76,24,3211.361414,questions.html
21.83,17,3213.564531,questions.html
21.23,27,3215.696348,questions.html
18.34,16,3217.697859,questions.html
21.24,26,3220.664616,questions.html
22.34,16,3223.282552,questions.html
22.35,15,3225.808198,questions.html
21.75,25,3228.534178,questions.html
17.84,16,3230.207412,questions.html
20.86,14,3231.786804,questions.html
-2.08,8,3233.121885,questions.html--partial
21.36,14,3234.902741,questions.html
21.9,10,3236.867412,questions.html
19.13,37,3239.350565,questions.html
21.33,17,3241.336956,questions.html
20.84,16,3243.415492,questions.html
20.83,17,3245.598405,questions.html
20.26,24,3247.657887,questions.html
21.36,14,3249.629627,questions.html
21.09,41,3252.909844,questions.html
21.29,21,3255.682579,questions.html
21.37,13,3258.084565,questions.html
21.82,18,3260.77396,questions.html
16.78,22,3262.753748,questions.html
-2.03,3,3263.90574,questions.html--partial
19.9,10,3265.478582,questions.html
20.34,16,3267.81316,questions.html
-1.1,10,3270.096189,questions.html--partial
20.23,27,3272.919215,questions.html
21.32,18,3275.177579,questions.html
21.92,8,3277.757401,questions.html
21.71,29,3281.030437,questions.html
21.39,11,3282.862754,questions.html
21.38,12,3284.830284,questions.html
22.26,24,3287.616532,questions.html
22.36,14,3290.21155,questions.html
21.3,20,3292.865444,questions.html
21.87,13,3295.097945,questions.html
-1.08,8,3296.47908,questions.html--partial
20.93,7,3297.81041,questions.html
-2.09,9,3299.215979,questions.html--partial
-0.56,6,3300.598221,questions.html--partial
19.77,23,3303.03208,questions.html
21.37,13,3304.813025,questions.html
21.38,12,3306.56391,questions.html
21.85,15,3308.749442,questions.html
20.79,21,3311.229308,questions.html
20.31,19,3313.158524,questions.html
20.36,14,3315.183756,questions.html
22.31,19,3318.12556,questions.html
21.33,17,3320.872432,questions.html
18.91,59,3324.66234,questions.html
20.7,30,3327.578895,questions.html
20.76,24,3329.628221,questions.html
20.86,14,3331.357858,questions.html
20.95,5,3332.670373,questions.html
21.35,15,3334.565984,questions.html
21.87,13,3336.650295,questions.html
20.32,18,3338.723948,questions.html
20.31,19,3340.756667,questions.html
21.82,18,3343.087349,questions.html
-0.06,6,3345.054923,questions.html--partial
-2.07,7,3346.478381,questions.html--partial
21.39,11,3348.408161,questions.html
22.4,10,3350.761909,questions.html
22.38,12,3353.216767,questions.html
22.39,11,3355.559017,questions.html
20.88,12,3357.846663,questions.html
19.9,10,3359.363424,questions.html
20.89,11,3360.872621,questions.html
-1.06,6,3362.15832,questions.html--partial
21.36,14,3363.976651,questions.html
21.83,17,3366.191461,questions.html
21.31,19,3368.13056,questions.html
21.4,10,3369.743397,questions.html
21.89,11,3371.702154,questions.html
20.78,22,3374.061209,questions.html
20.35,15,3375.977232,questions.html
20.33,17,3378.178353,questions.html
20.27,23,3380.878213,questions.html
21.24,26,3383.678211,questions.html
21.14,36,3386.799685,questions.html
21.85,15,3389.13352,questions.html
20.94,6,3390.521614,questions.html
20.93,7,3391.884336,questions.html
-2.03,3,3393.018631,questions.html--partial
20.34,16,3394.922814,questions.html
21.91,9,3397.000745,questions.html
18.36,14,3398.816773,questions.html
19.2,30,3401.135312,questions.html
21.79,21,3403.507517,questions.html
20.72,28,3406.096874,questions.html
21.41,9,3407.714964,questions.html
21.43,7,3409.685418,questions.html
22.26,24,3412.491528,questions.html
22.34,16,3415.033046,questions.html
22.24,26,3417.849783,questions.html
21.8,20,3420.559806,questions.html
20.92,8,3422.047884,questions.html
-1.04,4,3423.272299,questions.html--partial
-2.03,3,3424.428843,questions.html--partial
21.29,21,3426.436395,questions.html
21.79,21,3428.818884,questions.html
21.26,24,3431.002856,questions.html
20.36,14,3432.751358,questions.html
21.79,21,3435.043557,questions.html
21.8,20,3437.394884,questions.html
21.38,12,3439.236411,questions.html
20.4,10,3441.041867,questions.html
21.32,18,3443.788405,questions.html
-0.17,17,3446.352675,questions.html--partial
22.3,20,3448.955317,questions.html
21.79,21,3451.523369,questions.html
20.94,6,3452.958513,questions.html
20.88,12,3454.515096,questions.html
20.9,10,3455.972489,questions.html
21.39,11,3457.696559,questions.html
21.82,18,3460.018033,questions.html
21.32,18,3461.925603,questions.html
21.44,6,3463.615139,questions.html
21.86,14,3465.723784,questions.html
21.59,41,3468.572005,questions.html
20.34,16,3470.381323,questions.html
-1.54,4,3471.856486,questions.html--partial
-0.19,19,3474.385648,questions.html--partial
22.27,23,3477.381576,questions.html
22.08,42,3480.914788,questions.html
21.83,17,3483.487387,questions.html
20.86,14,3485.244296,questions.html
19.69,31,3487.442859,questions.html
20.86,14,3489.123412,questions.html
